,fullName,Articles,authors,years,Journals
539,Reza Malekzadeh M.D,Gluten sensitivity enteropathy in patients with recurrent aphthous stomatitis,"R Shakeri, F Zamani, R Sotoudehmanesh, A Amiri, M Mohamadnejad, ...",2009,"BMC gastroenterology 9 (1), 1-5, 2009"
540,Reza Malekzadeh M.D,Ecologic study of serum selenium and upper gastrointestinal cancers in Iran,"M Nouraie, A Pourshams, F Kamangar, M Sotoudeh, MH Derakhshan, ...",2004,"World Journal of Gastroenterology: WJG 10 (17), 2544, 2004"
541,Reza Malekzadeh M.D,Probucol in the treatment of nonalcoholic steatohepatitis: an open-labeled study,"S Merat, R Malekzadeh, MR Sohrabi, M Hormazdi, S Naserimoghadam, ...",2003,"Journal of clinical gastroenterology 36 (3), 266-268, 2003"
542,Reza Malekzadeh M.D,A diversity of cancer incidence and mortality in West Asian populations,"G Roshandel, M Boreiri, A Sadjadi, R Malekzadeh",2014,"Annals of global health 80 (5), 346-357, 2014"
543,Reza Malekzadeh M.D,Mutations in Fanconi anemia genes and the risk of esophageal cancer,"MR Akbari, R Malekzadeh, P Lepage, D Roquis, AR Sadjadi, K Aghcheli, ...",2011,"Human genetics 129, 573-582, 2011"
544,Reza Malekzadeh M.D,"Epidemiology of gastroesophageal reflux symptoms in Tehran, Iran: a population-based telephone survey","M NOURAEI, JH RAZ, M ASADI, R Malekzadeh, MS NASERI",2007,"ARCHIVES OF IRANIAN MEDICINE 10 (3), 289-294, 2007"
545,Reza Malekzadeh M.D,Furazolidone versus metronidazole in quadruple therapy for eradication of Helicobacter pylori in duodenal ulcer disease,"R Malekzadeh, R Ansari, H Vahedi, F Siavoshi, BZ Alizadeh, ...",2000,"Alimentary Pharmacology and Therapeutics 14 (3), 299-304, 2000"
546,Reza Malekzadeh M.D,Prevalence of Food Insecurity in Iran: A Systematic Review and Meta-analysis.,"M Behzadifar, M Behzadifar, S Abdi, M Arab Salmani, G Ghoreishinia, ...",2016,"Prevalence of Food Insecurity in Iran, 2016"
547,Reza Malekzadeh M.D,"Overexpression and interactions of interleukin-10, transforming growth factor β, and vascular endothelial growth factor in esophageal squamous cell carcinoma","M Gholamin, O Moaven, B Memar, M Farshchian, H Naseh, ...",2009,"World journal of surgery 33, 1439-1445, 2009"
548,Reza Malekzadeh M.D,Household fuel use and cardiovascular disease mortality: Golestan cohort study,"SS Mitter, R Vedanthan, F Islami, A Pourshams, H Khademi, F Kamangar, ...",2016,"Circulation 133 (24), 2360-2369, 2016"
549,Reza Malekzadeh M.D,"Prognostic factors for esophageal squamous cell carcinoma—a population-based study in Golestan Province, Iran, a high incidence area","K Aghcheli, HA Marjani, D Nasrollahzadeh, F Islami, R Shakeri, ...",2011,"PloS one 6 (7), e22152, 2011"
550,Reza Malekzadeh M.D,Coeliac disease in autoimmune liver disease: a cross-sectional study and a systematic review,"F Mirzaagha, SH Azali, F Islami, F Zamani, E Khalilipour, M Khatibian, ...",2010,"Digestive and Liver Disease 42 (9), 620-623, 2010"
551,Reza Malekzadeh M.D,Ethnic and geographic differentiation of Helicobacter pylori within Iran,"S Latifi-Navid, SA Ghorashi, F Siavoshi, B Linz, S Massarrat, T Khegay, ...",2010,"PloS one 5 (3), e9645, 2010"
552,Reza Malekzadeh M.D,Epidemiologic characteristics of 500 patients with inflammatory bowel disease in Iran studied from 2004 through 2007,"H Vahedi, SH Merat, SH Momtahen, G Olfati, A KAZAZI, T Tabrizian, ...",2009,"ARCHIVES OF IRANIAN MEDICINE 12 (5), 454-460, 2009"
553,Reza Malekzadeh M.D,Liver histology changes in nonalcoholic steatohepatitis after one year of treatment with probucol,"S Merat, M Aduli, R Kazemi, M Sotoudeh, N Sedighi, M Sohrabi, ...",2008,"Digestive diseases and sciences 53, 2246-2250, 2008"
554,Reza Malekzadeh M.D,Mortality and cancer in relation to ABO blood group phenotypes in the Golestan Cohort Study,"A Etemadi, F Kamangar, F Islami, H Poustchi, A Pourshams, P Brennan, ...",2015,"BMC medicine 13 (1), 1-7, 2015"
555,Reza Malekzadeh M.D,Neuropsychiatric and psychosocial issues of patients with hepatitis C infection: a selective literature review,"A Modabbernia, H Poustchi, R Malekzadeh",2013,"Hepatitis monthly 13 (1), 2013"
556,Reza Malekzadeh M.D,The insulin receptor substrate 1 (IRS1) in intestinal epithelial differentiation and in colorectal cancer,"DL Esposito, F Aru, R Lattanzio, A Morgano, M Abbondanza, ...",2012,"PloS one 7 (4), e36190, 2012"
557,Reza Malekzadeh M.D,A prospective study of tea drinking temperature and risk of esophageal squamous cell carcinoma,"F Islami, H Poustchi, A Pourshams, M Khoshnia, A Gharavi, F Kamangar, ...",2020,"International journal of cancer 146 (1), 18-25, 2020"
558,Reza Malekzadeh M.D,Multimorbidity as an important issue among women: results of a gender difference investigation in a large population-based cross-sectional study in West Asia,"M Alimohammadian, A Majidi, M Yaseri, B Ahmadi, F Islami, ...",2017,"BMJ open 7 (5), e013548, 2017"
559,Reza Malekzadeh M.D,Epidemiological profile of hepatitis B virus infection in Iran in the past 25 years; a systematic review and meta-analysis of general population studies,"Z Mohammadi, A Keshtkar, S Eghtesad, A Jeddian, AA Pourfatholah, ...",2016,"Middle East journal of digestive diseases 8 (1), 5, 2016"
560,Reza Malekzadeh M.D,"Health sector spending and spending on HIV/AIDS, tuberculosis, and malaria, and development assistance for health: progress towards Sustainable Development Goal 3","AE Micah, Y Su, SD Bachmeier, A Chapin, IE Cogswell, SW Crosby, ...",2020,"The Lancet 396 (10252), 693-724, 2020"
561,Reza Malekzadeh M.D,Dietary intake of minerals and risk of esophageal squamous cell carcinoma: results from the Golestan Cohort Study,"M Hashemian, H Poustchi, CC Abnet, P Boffetta, SM Dawsey, PJ Brennan, ...",2015,"The American journal of clinical nutrition 102 (1), 102-108, 2015"
562,Reza Malekzadeh M.D,"Reducing the burden of chronic diseases: a neglected agenda in Iranian health care system, requiring a plan for action","SS GHAJARIEH, F Kamangar, H Poustchi, R Malekzadeh",2010,"ARCHIVES OF IRANIAN MEDICINE 13 (4), 340-350, 2010"
563,Reza Malekzadeh M.D,Recommendations for the clinical management of hepatitis C in Iran: a consensus-based national guideline,"SM Alavian, B Hajarizadeh, KB Lankarani, H Sharafi, NE Daryani, S Merat, ...",2016,"Hepatitis monthly 16 (8), 2016"
564,Reza Malekzadeh M.D,Opium use and risk of mortality from digestive diseases--a prospective cohort study,"MM Malekzadeh, H Khademi, A Pourshams, A Etemadi, H Poustchi, ...",2013,"The American journal of gastroenterology 108 (11), 1757, 2013"
565,Reza Malekzadeh M.D,Cytotoxicity of 111In-oxine on mesenchymal stem cells: a time-dependent adverse effect,"A Gholamrezanezhad, S Mirpour, JM Ardekani, M Bagheri, ...",2009,"Nuclear medicine communications 30 (3), 210-216, 2009"
566,Reza Malekzadeh M.D,Global multi-stakeholder endorsement of the MAFLD definition,"N Méndez-Sánchez, E Bugianesi, RG Gish, F Lammert, H Tilg, ...",2022,"The lancet Gastroenterology & hepatology 7 (5), 388-390, 2022"
567,Reza Malekzadeh M.D,"Dairy food intake and all-cause, cardiovascular disease, and cancer mortality: the Golestan Cohort Study","MS Farvid, AF Malekshah, A Pourshams, H Poustchi, SG Sepanlou, ...",2017,"American journal of epidemiology 185 (8), 697-711, 2017"
568,Reza Malekzadeh M.D,Oesophageal cancer,"EA Montgomery, FT Basman, P Brennan, R Malekzadeh",2014,"World cancer report 15, 528-43, 2014"
569,Reza Malekzadeh M.D,Hereditary risk factors for the development of gastric cancer in younger patients,"M Yaghoobi, N Rakhshani, F Sadr, R Bijarchi, Y Joshaghani, ...",2004,"BMC gastroenterology 4, 1-7, 2004"
570,Reza Malekzadeh M.D,"The global burden of cancer attributable to risk factors, 2010–19: a systematic analysis for the Global Burden of Disease Study 2019","KB Tran, JJ Lang, K Compton, R Xu, AR Acheson, HJ Henrikson, ...",2022,"The Lancet 400 (10352), 563-591, 2022"
571,Reza Malekzadeh M.D,Update on the prevalence of hepatitis C virus infection among Iranian general population: a systematic review and meta-analysis,"B Mirminachi, Z Mohammadi, S Merat, A Neishabouri, AH Sharifi, ...",2017,"Hepatitis Monthly 17 (2), 8, 2017"
572,Reza Malekzadeh M.D,"Opium use, cigarette smoking, and alcohol consumption in relation to pancreatic cancer","R Shakeri, F Kamangar, M Mohamadnejad, R Tabrizi, F Zamani, ...",2016,"Medicine 95 (28), 2016"
573,Reza Malekzadeh M.D,Seroprevalence and risk factors of hepatitis A virus infection in Iran: a population based study,"SH Merat, H Rezvan, M NOURAEI, H Abou Alghasemi, R Jamali, ...",2010,"ARCHIVES OF IRANIAN MEDICINE 13 (2), 99-104, 2010"
574,Reza Malekzadeh M.D,Detection of Helicobacter pylori‐Specific Genes in the Oral Yeast,"F Siavoshi, AH Salmanian, FA Kbari, R Malekzadeh, S Massarrat",2005,"Helicobacter 10 (4), 318-322, 2005"
575,Reza Malekzadeh M.D,Impact of immunosuppressive treatment on liver fibrosis in autoimmune hepatitis,"M Mohamadnejad, R Malekzadeh, S Nasseri-Moghaddam, S Hagh-Azali, ...",2005,"Digestive diseases and sciences 50, 547-551, 2005"
576,Reza Malekzadeh M.D,"The global distribution of lymphatic filariasis, 2000–18: a geospatial analysis","EA Cromwell, CA Schmidt, KT Kwong, DM Pigott, D Mupfasoni, G Biswas, ...",2020,"The Lancet Global Health 8 (9), e1186-e1194, 2020"
577,Reza Malekzadeh M.D,"Cancer incidence and mortality in Ardabil: Report of an ongoing population-based cancer registry in Iran, 2004-2006","M Babaei, H Jaafarzadeh, AR Sadjadi, F Samadi, A Yazdanbod, M Fallah, ...",2009,"Iranian Journal of Public Health 38 (4), 35-45, 2009"
578,Reza Malekzadeh M.D,Disease-specific protein corona sensor arrays may have disease detection capacity,"G Caracciolo, R Safavi-Sohi, R Malekzadeh, H Poustchi, M Vasighi, ...",2019,"Nanoscale Horizons 4 (5), 1063-1076, 2019"
579,Reza Malekzadeh M.D,"Qualitative analysis of Adenomatous Polyposis Coli promoter: hypermethylation, engagement and effects on survival of patients with esophageal cancer in a high risk region of …","M Zare, FR Jazii, MR Alivand, NK Nasseri, R Malekzadeh, M Yazdanbod",2009,"BMC cancer 9 (1), 1-12, 2009"
580,Reza Malekzadeh M.D,A Review of Psychosocial Issues in Patients with Chronic,"A Modabbernia, M Ashrafi, R Malekzadeh, H Poustchi",2013,"Archives of Iranian medicine 16 (2), 114, 2013"
581,Reza Malekzadeh M.D,"Patterns of food and nutrient consumption in northern Iran, a high-risk area for esophageal cancer","F Islami, AF Malekshah, M Kimiagar, A Pourshams, J Wakefield, ...",2009,"Nutrition and cancer 61 (4), 475-483, 2009"
582,Reza Malekzadeh M.D,Crohn's disease and early exposure to domestic refrigeration,"F Malekzadeh, C Alberti, M Nouraei, H Vahedi, I Zaccaria, U Meinzer, ...",2009,"PLoS One 4 (1), e4288, 2009"
583,Reza Malekzadeh M.D,Dietary intake of benzo (a) pyrene and risk of esophageal cancer in north of Iran,"R Hakami, J Mohtadinia, A Etemadi, F Kamangar, M Nemati, ...",2008,"Nutrition and cancer 60 (2), 216-221, 2008"
584,Reza Malekzadeh M.D,"The global, regional, and national burden of gastro-oesophageal reflux disease in 195 countries and territories, 1990–2017: a systematic analysis for the Global Burden of …","MA Dirac, S Safiri, D Tsoi, RA Adedoyin, A Afshin, N Akhlaghi, F Alahdab, ...",2020,"The Lancet Gastroenterology & Hepatology 5 (6), 561-581, 2020"
585,Reza Malekzadeh M.D,"Smoking water-pipe, chewing nass and prevalence of heart disease: a cross-sectional analysis of baseline data from the Golestan Cohort Study, Iran","F Islami, A Pourshams, R Vedanthan, H Poustchi, F Kamangar, A Golozar, ...",2013,"Heart 99 (4), 272-278, 2013"
586,Reza Malekzadeh M.D,Yeast of the oral cavity is the reservoir of Heliobacter pylori,"AH Salmanian, F Siavoshi, F Akbari, A Afshari, R Malekzadeh",2008,"Journal of oral pathology & medicine 37 (6), 324-328, 2008"
587,Reza Malekzadeh M.D,Downregulation of plasma MiR-142-3p and MiR-26a-5p in patients with colorectal carcinoma,"R Ghanbari, N Mosakhani, J Asadi, N Nouraee, SJ Mowla, Y Yazdani, ...",2015,"Iranian journal of cancer prevention 8 (3), 2015"
588,Reza Malekzadeh M.D,Digestive and liver disease statistics in Iran,"A Ganji, F Malekzadeh, M Safavi, MS NASERI, M NOURAEI, S Merat, ...",2009,"MIDDLE EAST JOURNAL OF DIGESTIVE DISEASES (MEJDD) 1 (2), 56-62, 2009"
589,Reza Malekzadeh M.D,Endocrine cancer in Iran: based on cancer registry system,"V Haghpanah, B Soliemanpour, R Heshmat, AR Mosavi-Jarrahi, ...",2006,"Indian journal of cancer 43 (2), 80-85, 2006"
590,Reza Malekzadeh M.D,Reversibility of cirrhosis in autoimmune hepatitis,"R Malekzadeh, M Mohamadnejad, S Nasseri-Moghaddam, N Rakhshani, ...",2004,"The American journal of medicine 117 (2), 125-129, 2004"
591,Reza Malekzadeh M.D,White rice intake and incidence of type-2 diabetes: analysis of two prospective cohort studies from Iran,"A Golozar, D Khalili, A Etemadi, H Poustchi, A Fazeltabar, F Hosseini, ...",2017,"BMC Public Health 17 (1), 1-11, 2017"
592,Reza Malekzadeh M.D,Nut consumption and total and cause-specific mortality: results from the Golestan Cohort Study,"T Eslamparast, M Sharafkhah, H Poustchi, M Hashemian, SM Dawsey, ...",2017,"International journal of epidemiology 46 (1), 75-85, 2017"
593,Reza Malekzadeh M.D,Hygiene could affect GERD prevalence independently: a population-based study in Tehran,"M Nouraie, AR Radmard, H Zaer-Rezaii, H Razjouyan, ...",2007,"Official journal of the American College of Gastroenterology| ACG 102 (7 …, 2007"
594,Reza Malekzadeh M.D,Low Helicobacter pylori eradication rates with 4‐ and 7‐day regimens in an Iranian population,"R Malekzadeh, S Merat, MH DERAKHSHAN, F Siavoshi, A Yazdanbod, ...",2003,"Journal of gastroenterology and hepatology 18 (1), 13-17, 2003"
595,Reza Malekzadeh M.D,The stomach cancer pooling (StoP) project,"C Pelucchi, N Lunet, S Boccia, ZF Zhang, D Praud, P Boffetta, F Levi, ...",2015,"European Journal of Cancer Prevention 24 (1), 16-23, 2015"
596,Reza Malekzadeh M.D,Association of p53/p21 expression with cigarette smoking and prognosis in esophageal squamous cell carcinoma patients,"N Taghavi, F Biramijamal, M Sotoudeh, O Moaven, H Khademi, ...",2010,"World journal of gastroenterology: WJG 16 (39), 4958, 2010"
597,Reza Malekzadeh M.D,Viral hepatitis in the world and Iran,"R Malekzadeh, M Khatibian, H Rezvan",1997,"JOURNAL OF MEDICAL COUNCIL OF IRI 15, 183-200, 1997"
598,Reza Malekzadeh M.D,Health system performance in Iran: a systematic analysis for the Global Burden of Disease Study 2019,"F Farzadfar, M Naghavi, SG Sepanlou, SS Moghaddam, WJ Dangel, ...",2022,"The Lancet 399 (10335), 1625-1645, 2022"
599,Reza Malekzadeh M.D,Polycyclic aromatic hydrocarbons and esophageal squamous cell carcinoma-a review,"G Roshandel, S Semnani, R Malekzadeh, SM Dawsey",2012,"Archives of Iranian medicine 15 (11), 713, 2012"
600,Reza Malekzadeh M.D,Cavernous hemangioma of the liver: factors affecting disease progression in general hepatology practice,"A Etemadi, A Golozar, A Ghassabian, M Zarei, APH Taheri, SM Dawsey, ...",2011,"European journal of gastroenterology & hepatology 23 (4), 354, 2011"
601,Reza Malekzadeh M.D,"Furazolidone-based, metronidazole-based, or a combination regimen for eradication of Helicobacter pylori in peptic ulcer disease","M Khatibian, Y Ajvadi, MS NASERI, DN EBRAHIMI, H Vahedi, ...",2007,"ARCHIVES OF IRANIAN MEDICINE 10 (2), 161-167, 2007"
602,Reza Malekzadeh M.D,Treatment of Helicobacter pylori infection in Iran: low efficacy of recommended western regimens,"R MALEDZADEH, M Mohammadnezhad, F SIAVASHI, S Massarral",2004,"ARCHIVES OF IRANIAN MEDICINE 7 (1), 1-8, 2004"
603,Reza Malekzadeh M.D,Fixed-dose combination therapies with and without aspirin for primary prevention of cardiovascular disease: an individual participant data meta-analysis,"P Joseph, G Roshandel, P Gao, P Pais, E Lonn, D Xavier, A Avezum, ...",2021,"The Lancet 398 (10306), 1133-1146, 2021"
604,Reza Malekzadeh M.D,"Effects on weight loss in adults of replacing diet beverages with water during a hypoenergetic diet: a randomized, 24-wk clinical trial","A Madjd, MA Taylor, A Delavari, R Malekzadeh, IA Macdonald, ...",2015,"The American journal of clinical nutrition 102 (6), 1305-1312, 2015"
605,Reza Malekzadeh M.D,Prospective evaluation of endoscopic ultrasonography in the diagnosis of biliary microlithiasis in patients with normal transabdominal ultrasonography,"SA Mirbagheri, M Mohamadnejad, J Nasiri, AA Vahid, R Ghadimi, ...",2005,"Journal of gastrointestinal surgery 9, 961-964, 2005"
606,Reza Malekzadeh M.D,Liver disease burden of hepatitis C virus infection in Iran and the potential impact of various treatment strategies on the disease burden,"B Hajarizadeh, D Razavi-Shearer, S Merat, SM Alavian, R Malekzadeh, ...",2016,"Hepatitis monthly 16 (7), 2016"
607,Reza Malekzadeh M.D,Clinical significance of precore and core promoter mutations in genotype D hepatitis B‐related chronic liver disease,"H Poustchi, A Mohamadkhani, S Bowden, G Montazeri, A Ayres, P Revill, ...",2008,"Journal of viral hepatitis 15 (10), 753-760, 2008"
608,Reza Malekzadeh M.D,"Mapping geographical inequalities in access to drinking water and sanitation facilities in low-income and middle-income countries, 2000–17","A Deshpande, MK Miller-Petrie, PA Lindstedt, MM Baumann, KB Johnson, ...",2020,"The Lancet Global Health 8 (9), e1162-e1185, 2020"
